;Name;Latitude;Longitude;Population;Timezone;same_name
197952;Bay View;41.43255;-82.96047;660;East Coast;City without UK name
197953;Boardman;41.02423;-80.66285;35376;East Coast;City without UK name
197954;Brooklyn;41.43977;-81.73541;10899;East Coast;City without UK name
197955;Bucyrus;40.80839;-82.97546;11916;East Coast;City without UK name
197956;Cambridge;40.03118;-81.58846;10402;East Coast;City with UK name
197957;Columbus Grove;40.9195;-84.05689;2063;East Coast;City without UK name
197958;Delta;41.57366;-84.00522;3121;East Coast;City without UK name
197959;East Sparta;40.66728;-81.35483;804;East Coast;City without UK name
197960;Leavittsburg;41.24783;-80.87703;1973;East Coast;City without UK name
197961;Mansfield;40.75839;-82.51545;46830;East Coast;City with UK name
197962;Mayfield;41.552;-81.43928;3403;East Coast;City with UK name
197963;Mayfield Heights;41.51922;-81.4579;18840;East Coast;City without UK name
197964;McClure;41.37144;-83.94189;709;East Coast;City without UK name
197965;Napoleon;41.39227;-84.12522;8595;East Coast;City without UK name
197966;Navarre;40.7245;-81.52207;1922;East Coast;City without UK name
197967;Newton Falls;41.18839;-80.97815;4654;East Coast;City without UK name
197968;Northwood;40.47283;-83.73243;5469;East Coast;City with UK name
197969;Northwood;41.60727;-83.46882;5350;East Coast;City with UK name
197970;Oregon;41.64366;-83.48688;20102;East Coast;City without UK name
197971;Paulding;41.13811;-84.58051;3488;East Coast;City without UK name
197972;Perry;41.76033;-81.14093;1627;East Coast;City without UK name
197973;Richville;40.75117;-81.4779;3324;East Coast;City without UK name
197974;Willoughby Hills;41.59838;-81.41845;9382;East Coast;City without UK name
197975;Wolfhurst;40.06924;-80.7837;1239;East Coast;City without UK name
197976;Aliquippa;40.63673;-80.24006;9197;East Coast;City without UK name
197977;Avonia;42.04561;-80.26979;1205;East Coast;City without UK name
197978;Bakerstown;40.6509;-79.93644;1761;East Coast;City without UK name
197979;Bell Acres;40.59007;-80.16645;1395;East Coast;City without UK name
197980;Belleville;40.60507;-77.72555;1827;East Coast;City without UK name
197981;Belmont;40.2873;-78.88947;2784;East Coast;City with UK name
197982;Bradford;41.9559;-78.64392;8507;East Coast;City with UK name
197983;Bryn Mawr;40.30396;-80.08672;5009;East Coast;City without UK name
197984;Collinsburg;40.22424;-79.76838;1125;East Coast;City without UK name
197985;Conneaut Lake;41.60339;-80.30534;635;East Coast;City without UK name
197986;East Butler;40.87784;-79.84644;706;East Coast;City without UK name
197987;Edinboro;41.87422;-80.13172;6335;East Coast;City without UK name
197988;Emsworth;40.51007;-80.0945;2419;East Coast;City with UK name
197989;Export;40.41812;-79.6256;883;East Coast;City without UK name
197990;Fairless Hills;40.17955;-74.85516;8466;East Coast;City without UK name
197991;Freemansburg;40.62649;-75.34574;2616;East Coast;City without UK name
197992;Grazierville;40.65367;-78.26474;665;East Coast;City without UK name
197993;Grove City;41.15784;-80.08867;8193;East Coast;City without UK name
197994;Inkerman;41.29897;-75.81269;1819;East Coast;City without UK name
197995;Kulpmont;40.79342;-76.47245;2851;East Coast;City without UK name
197996;Lakemont;40.47285;-78.38835;1868;East Coast;City without UK name
197997;Lower Allen;40.22648;-76.90053;6694;East Coast;City without UK name
197998;Mifflinville;41.03231;-76.30799;1253;East Coast;City without UK name
197999;Monroeton;41.71258;-76.47466;565;East Coast;City without UK name
198000;New Castle;41.00367;-80.34701;22375;East Coast;City without UK name
198001;Noblestown;40.39118;-80.19867;575;East Coast;City without UK name
198002;North East;42.21561;-79.83422;4172;East Coast;City without UK name
198003;Osborne;40.53173;-80.16895;545;East Coast;City without UK name
198004;Saint Marys;41.42784;-78.56086;13070;East Coast;City without UK name
198005;Saltsburg;40.48646;-79.45143;837;East Coast;City without UK name
198006;Sewickley Heights;40.55673;-80.16311;820;East Coast;City without UK name
198007;Stormstown;40.79339;-78.01667;2366;East Coast;City without UK name
198008;Sturgeon;40.38479;-80.21089;1710;East Coast;City without UK name
198009;Sugarcreek;41.42145;-79.88117;5120;East Coast;City without UK name
198010;Upper Exeter;41.40702;-75.8377;707;East Coast;City without UK name
198011;West Kittanning;40.81034;-79.52949;1134;East Coast;City without UK name
198012;Wilmerding;40.3909;-79.81005;2156;East Coast;City without UK name
198013;Windber;40.2398;-78.83502;3974;East Coast;City without UK name
198014;Wyalusing;41.66813;-76.26188;572;East Coast;City without UK name
198015;Yardley;40.24566;-74.846;2441;East Coast;City without UK name
198016;Newport;41.4901;-71.31283;24232;East Coast;City with UK name
198017;Smithfield;41.92204;-71.54951;21872;East Coast;City without UK name
198018;Woonsocket;42.00288;-71.51478;41475;East Coast;City without UK name
198023;Brandon;43.79812;-73.08761;1648;East Coast;City with UK name
198024;Chelsea;43.98979;-72.4476;1242;East Coast;City with UK name
198025;West Rutland;43.59312;-73.04511;2024;East Coast;City without UK name
198052;Alhambra;34.09529;-118.12701;85551;West Coast;City without UK name
198053;Barstow;34.89859;-117.02282;23692;West Coast;City without UK name
198054;Bell Gardens;33.96529;-118.15146;43106;West Coast;City without UK name
198055;Belvedere;37.8727;-122.46442;2121;West Coast;City with UK name
198056;Blackhawk;37.82076;-121.90774;9354;West Coast;City without UK name
198057;Castaic;34.48888;-118.62287;19015;West Coast;City without UK name
198058;Coronado;32.68589;-117.18309;24812;West Coast;City without UK name
198059;Dublin;37.70215;-121.93579;57721;West Coast;City without UK name
198060;Forest Ranch;39.88211;-121.67275;1184;West Coast;City without UK name
198061;Fort Bragg;39.44572;-123.80529;7289;West Coast;City without UK name
198062;Frazier Park;34.82276;-118.94482;2691;West Coast;City without UK name
198063;Guerneville;38.50186;-122.99611;4534;West Coast;City without UK name
198064;Heber;32.73089;-115.52972;4275;West Coast;City without UK name
198065;Kerman;36.72356;-120.05988;14475;West Coast;City without UK name
198066;Kings Beach;39.23768;-120.02658;3796;West Coast;City without UK name
198067;La Presa;32.70811;-116.99725;34169;West Coast;City without UK name
198068;Ladera Heights;33.99418;-118.37535;6498;West Coast;City without UK name
198069;Laguna Woods;33.6103;-117.72533;16406;West Coast;City without UK name
198070;Laton;36.43328;-119.6868;1824;West Coast;City without UK name
198071;Lennox;33.93807;-118.35258;22753;West Coast;City without UK name
198072;Loma Rica;39.31183;-121.41774;2368;West Coast;City without UK name
198073;Los Angeles;34.05223;-118.24368;3971883;West Coast;City without UK name
198074;Los Osos;35.31109;-120.8324;14276;West Coast;City without UK name
198075;Manhattan Beach;33.88474;-118.41091;35818;West Coast;City without UK name
198076;Montclair;34.07751;-117.68978;38690;West Coast;City without UK name
198077;Monterey Park;34.06251;-118.12285;61468;West Coast;City without UK name
198078;Mountain Mesa;35.6394;-118.40564;777;West Coast;City without UK name
198079;Newark;37.52966;-122.04024;45336;West Coast;City without UK name
198080;Newcastle;38.87407;-121.13328;1224;West Coast;City with UK name
198081;Newman;37.31383;-121.02076;10899;West Coast;City without UK name
198082;Oakhurst;37.328;-119.64932;2829;West Coast;City without UK name
198083;Oildale;35.41968;-119.01955;32684;West Coast;City without UK name
198084;Pixley;35.96856;-119.29178;3310;West Coast;City without UK name
198085;Rancho Calaveras;38.12742;-120.85827;4489;West Coast;City without UK name
198086;San Pedro;33.73585;-118.29229;78405;West Coast;City without UK name
198087;Temple City;34.10723;-118.05785;36365;West Coast;City without UK name
198088;Terra Bella;35.96245;-119.04427;3310;West Coast;City without UK name
198089;Wrightwood;34.36083;-117.63339;4525;West Coast;City without UK name
198115;Wallowa;45.57014;-117.52824;795;West Coast;City without UK name
198116;Greenville;40.13961;-120.95107;1129;West Coast;City without UK name
198117;Millville;40.54932;-122.17528;727;West Coast;City without UK name
198118;Redway;40.12014;-123.82336;1225;West Coast;City without UK name
198120;Hayden;47.76602;-116.78658;14133;West Coast;City without UK name
198122;Potlatch;46.92156;-116.89822;805;West Coast;City without UK name
198131;Adair Village;44.67068;-123.21788;818;West Coast;City without UK name
198132;Estacada;45.28957;-122.3337;3152;West Coast;City without UK name
198133;Gladstone;45.38068;-122.59481;11986;West Coast;City without UK name
198134;Halsey;44.38401;-123.10981;942;West Coast;City without UK name
198135;Lakeview;42.18877;-120.34579;2296;West Coast;City without UK name
198136;Millersburg;44.68095;-123.06148;1539;West Coast;City without UK name
198137;North Portland;45.61039;-122.70343;7000;West Coast;City without UK name
198138;Stayton;44.80068;-122.79453;7969;West Coast;City without UK name
198144;Battle Ground;45.78095;-122.53343;19407;West Coast;City without UK name
198145;Eatonville;46.86733;-122.2665;2900;West Coast;City without UK name
198146;Marysville;48.05176;-122.17708;66773;West Coast;City without UK name
198147;North Yelm;46.96315;-122.6029;2906;West Coast;City without UK name
198148;Ravensdale;47.35232;-121.98373;1101;West Coast;City without UK name
198149;Richland;46.28569;-119.28446;54248;West Coast;City without UK name
198150;Skokomish;47.33343;-123.15738;617;West Coast;City without UK name
198162;Cobb Island;38.25846;-76.84386;1166;East Coast;City without UK name
198163;Franklin Park;26.13406;-80.1762;860;East Coast;City without UK name
198164;Bethlehem Village;41.6401;-73.20308;2021;East Coast;City without UK name
198165;Cheshire Village;41.5026;-72.89952;5786;East Coast;City without UK name
198166;Andrews AFB;38.80531;-76.8746;2973;East Coast;City without UK name
198167;Conneaut Lakeshore;41.62711;-80.31008;2395;East Coast;City without UK name
198168;Holiday City South;39.95324;-74.23778;3689;East Coast;City without UK name
198169;Wickerham Manor-Fisher;40.17749;-79.90684;1728;East Coast;City without UK name
198171;Greater Northdale;28.10545;-82.52594;22079;East Coast;City without UK name
198173;Zephyrhills North;28.25172;-82.16557;2600;East Coast;City without UK name
198175;Blacklake;35.04969;-120.53864;930;West Coast;City without UK name
198176;Connerton;28.31441;-82.47539;2116;East Coast;City without UK name
198177;Upper Pohatcong;40.67747;-75.1558;1781;East Coast;City without UK name
198179;Fort Covington Hamlet;44.97178;-74.50757;1308;East Coast;City without UK name
198181;West Hills;34.19731;-118.64398;41426;West Coast;City without UK name
198182;Noe Valley;37.75018;-122.43369;22893;West Coast;City without UK name
198183;Plainview;36.17731;-83.79534;2061;East Coast;City without UK name
198246;Burgin;37.75341;-84.76661;965;East Coast;City without UK name
198247;Butler;38.78646;-84.36966;588;East Coast;City without UK name
198248;Ferguson;37.06674;-84.59994;943;East Coast;City without UK name
198250;Milton;38.72367;-85.3694;572;East Coast;City with UK name
198252;Mount Vernon;38.02563;-84.49522;2583;East Coast;City without UK name
198253;Simpsonville;38.22257;-85.35523;2702;East Coast;City without UK name
198255;Whitley City;36.72341;-84.47049;1170;East Coast;City without UK name
198270;Algonquin;38.5829;-76.10577;1241;East Coast;City without UK name
198271;Bryans Road;38.62706;-77.07303;7244;East Coast;City without UK name
198272;Camp Springs;38.804;-76.90664;19096;East Coast;City without UK name
198273;Darnestown;39.10344;-77.29082;6802;East Coast;City without UK name
198274;Federalsburg;38.69428;-75.77216;2661;East Coast;City without UK name
198275;Mountain Lake Park;39.39843;-79.38171;2111;East Coast;City without UK name
198276;Parkville;39.37733;-76.53969;30734;East Coast;City without UK name
198277;Port Deposit;39.60483;-76.11523;659;East Coast;City without UK name
198278;Riverside;39.47372;-76.24134;6425;East Coast;City without UK name
198279;South Gate;39.129;-76.6258;29658;East Coast;City without UK name
198280;Walkersville;39.48621;-77.35193;5993;East Coast;City without UK name
198302;Apex;35.73265;-78.85029;45585;East Coast;City without UK name
198303;Arapahoe;35.02572;-76.82549;538;East Coast;City without UK name
198304;Blowing Rock;36.13513;-81.67761;1292;East Coast;City without UK name
198305;Bolivia;34.06767;-78.14833;151;East Coast;City without UK name
198306;Connelly Springs;35.74291;-81.51343;1635;East Coast;City without UK name
198307;Enfield;36.18099;-77.66664;2427;East Coast;City without UK name
198308;Fletcher;35.43067;-82.50123;7582;East Coast;City without UK name
198309;Franklinton;36.10182;-78.45805;2135;East Coast;City without UK name
198310;Hayesville;35.0462;-83.81795;364;East Coast;City without UK name
198311;High Shoals;35.40264;-81.2023;722;East Coast;City without UK name
198312;Kitty Hawk;36.06461;-75.70573;3447;East Coast;City without UK name
198313;Monroe;34.98543;-80.54951;34623;East Coast;City without UK name
198314;Mount Gilead;35.21487;-80.00228;1180;East Coast;City without UK name
198315;Patterson Springs;35.23541;-81.51453;604;East Coast;City without UK name
198316;Pleasant Hill;36.25736;-80.88341;878;East Coast;City without UK name
198317;Rockingham;34.93932;-79.77395;9220;East Coast;City without UK name
198318;Stokesdale;36.23708;-79.97948;5340;East Coast;City without UK name
198319;Valdese;35.74069;-81.56315;4459;East Coast;City without UK name
198320;Valley Hill;35.29845;-82.48318;2070;East Coast;City without UK name
198321;Waxhaw;34.92459;-80.7434;13495;East Coast;City without UK name
198322;Weldon;36.4271;-77.59553;1586;East Coast;City without UK name
198323;Yadkinville;36.13458;-80.65951;2927;East Coast;City without UK name
198324;Beachwood;39.93901;-74.19292;11214;East Coast;City without UK name
198325;Egg Harbor City;39.52873;-74.64794;4239;East Coast;City without UK name
198326;Leisuretowne;39.89234;-74.7021;3582;East Coast;City without UK name
198327;Ocean City;39.27762;-74.5746;11355;East Coast;City without UK name
198328;Olivet;39.54817;-75.15463;1408;East Coast;City without UK name
198329;Amberley;39.20478;-84.428;3591;East Coast;City with UK name
